line_no,en,vi,tr,es
1345,"Margo said, “Now, now!” and I dashed across the six lanes of highway.","Margo nói, “Nào, nào!” và tôi xẹt qua đường cao tốc sáu làn xe.","Margo, “Şimdi, şimdi!” dedi ve ben fırlayıp anayolun altı şeridini geçtim.",—¡Ahora! ¡Ahora! —exclamó Margo. Y crucé corriendo los seis carriles de la autopista.
1346,"Even though it was empty, something felt exhilarating and wrong about running across a road that big.","Dù trên đường hoàn toàn không có ma nào, trong tôi vẫn dội lên cơn phấn khích và cảm giác sai trái to đùng khi chạy cắt qua một con đường lớn đến vậy.","Yol boş olduğu halde, bu kadar büyük bir caddeyi koşarak geçmekle ilgili bir şey hem heyecan verici hem de yanlışmış gibi geliyordu.","Aunque estaba vacía, cruzar una carretera tan grande me pareció estimulante e inapropiado."
1347,We made it across and then knelt down in the knee-high grass beside the parkway.,"Băng qua đường rồi, chúng tôi lom khom đi trong đám cỏ lác cao đến đầu gối bên vệ đường.",Karşıya geçmeyi başardık ve bulvarın yanındaki dize kadar uzanan otların içine çöktük.,"Después de cruzar nos arrodillamos en la hierba, al lado de la autopista."
1348,Margo pointed to the strip of trees between SeaWorld’s endlessly gigantic parking lot and the black standing water of the moat.,Margo chỉ lằn cây giữa bãi đỗ xe mênh mông bát ngát của SeaWorld và mặt hào nước tĩnh lặng sẫm màu.,"Margo, SeaWorld’ün uçsuz bucaksız, devasa park alanı ile hendekteki karanlık durgun su arasındaki ağaç sırasını işaret etti.",Margo señaló la hilera de árboles situada entre el interminable aparcamiento del SeaWorld y el agua negra del foso.
1349,"We ran for a minute along that line of trees, and then Margo pulled on the back of my shirt, and said quietly, “Now the moat.”","Chúng tôi chạy dọc hàng cây khoảng một phút, rồi Margo kéo lưng áo tôi, khẽ nói, “Lội nước thôi.”","Bir dakika bu ağaç sırası boyunca koştuk, sonra Margo tişörtümün arkasından çekti ve sessizce, “Şimdi hendeğe,” dedi.",Corrimos un minuto a lo largo de aquella hilera de árboles y luego Margo me tiró de la camiseta desde atrás y me dijo en voz baja:
1350,"“Ladies first,” I said.","“Mời quí cô,” tôi nói.","“Bayanlar önden,” dedim.",—Ahora el foso. —Las señoritas primero —le dije.
1352,"Be my guest,” she answered.","Cậu cứ tự nhiên đi,” cô ấy đáp.","Seni tutmayayım,” diye karşılık verdi.","—No, de verdad, como si estuvieras en tu casa —me contestó."
1353,And I didn’t think about the alligators or the disgusting layer of brackish algae.,Và tôi chẳng còn nghĩ đến cá sấu hay lớp bùn lầy rong rêu tù đọng bốc mùi nữa.,Ve ben timsahları ya da iğrenç yosun tabakasını düşünmedim.,Y no pensé en los caimanes ni en la asquerosa capa de algas salobres.
1354,I just got a running start and jumped as far as I could.,Tôi chỉ chạy lấy đà và nhảy xa hết mức có thể.,Sadece koşmaya başladım ve yapabildiğim kadar uzağa atladım.,Cogí carrerilla y salté lo más lejos que pude.
1355,I landed in waist-deep water and then high-stepped across.,"Tôi rơi xuống một chỗ nước cao đến thắt lưng, liền sải từng bước đi tiếp.","Belime kadar gelen suyun içine indim, sonra uzun adımlarla karşıya geçtim.",Aterricé con agua hasta la cintura y avancé a grandes zancadas.
1356,"The water smelled rank and felt slimy on my skin, but at least I wasn’t wet above my waist.","Nước xộc lên một mùi nồng nặc và ướt lớp nhớp trên da tôi, nhưng ít nhất từ thắt lưng trở lên tôi không bị ướt.",Su iğrenç kokuyor ve tenimde sümüksü bir his yaratıyordu ama en azından belimden yukarısı ıslak değildi.,"El agua olía a podrido y estaba llena de barro, pero al menos no me había mojado de cintura para arriba."
1357,"Or at least I wasn’t until Margo jumped in, splashing water all over me.","Hoặc ít nhất là tôi chưa bị ướt cho đến khi Margo nhảy xuống, bắn nước tung tóe lên khắp người tôi.",Ya da en azından Margo her tarafıma su sıçratarak atlayana kadar değildi.,O al menos hasta que Margo saltó y me salpicó.
1358,I turned around and splashed her.,Tôi quay lại và té nước lên người cô ấy.,Arkamı dönüp ben de ona su sıçrattım.,Me giré y la salpiqué a ella.
1360,"“Ninjas don’t splash other ninjas,” Margo complained.",“Ninja không té nước lên người đồng đội.,"“Ninjalar, diğer ninjalara su sıçratmazlar,” diye yakındı.",—Los ninjas no se salpican entre ellos —se quejó Margo.
1361,"“The true ninja doesn’t make a splash at all,” I said.","“Ninja thứ thiệt không rơi oạch xuống làm nước tóe lên như vậy,” tôi nói.","“Gerçek ninja hiçbir şekilde su sıçratmaz,” dedim.",—El auténtico ninja no salpica al saltar —le contesté.
1362,"“Ooh, touché.”","“Ồ, tớ bị trúng tim đen rồi.”",“Tuşe.,"—Vale, touché."
1363,I was watching Margo pull herself up out of the moat.,Tôi nhìn Margo đi lên từ hào nước.,Margo’nun kendini hendekten yukarı çekmesini izliyordum.,"Observé a Margo saliendo del foso, encantado de la vida de que no hubiera caimanes."
1364,And I was feeling thoroughly pleased about the lack of alligators.,Tôi thầm mừng rỡ vì không phải đụng độ cá sấu.,Ve timsahların yokluğundan gerçekten memnundum.,"Observé a Margo saliendo del foso, encantado de la vida de que no hubiera caimanes."
1365,"And my pulse was acceptable, if brisk.",Mạch máu của tôi nếu có đập nhanh thì cũng ở mức chấp nhận được.,Ve nabzım biraz hızlı atmasına rağmen kabul edilir bir hızdaydı.,"Mi pulso era aceptable, aunque acelerado."
1366,"And beneath her unzipped hoodie, her black T-shirt had become clingy in the water.","Bên dưới vạt áo khoác không cài của Margo, chiếc áo phông đen thấm nước ướt đẫm.",Ve Margo’nun fermuarı açık kapüşonlu ceketinin altındaki siyah tişörtü ıslanıp üstüne yapışmıştı.,El agua ceñía al cuerpo de Margo la camiseta negra que llevaba debajo de la sudadera desabrochada.
1367,"In short, a lot of things were going pretty well when I saw in my peripheral vision a slithering in the water beside Margo.","Tóm lại, rất nhiều thứ đang diễn ra suôn sẻ, nhưng bất chợt tôi nhác thấy có gì đó loang loáng trên mặt nước ngay cạnh Margo.","Kısacası birçok şey oldukça iyi gidiyordu ki göz ucuyla Margo’nun yanında, suda sürünerek ilerleyen bir şey olduğunu fark ettim.","En resumen, casi todo iba perfecto cuando vi de reojo algo que serpenteaba en el agua cerca de Margo."
1368,"Margo started to step out of the water, and I could see her Achilles tendon tensing, and before I could even say anything, the snake lashed out and bit her left ankle, right below the line of her jeans.","Cô ấy nhảy lên bờ, tôi thấy gân gót của Margo căng lên, và trước khi tôi kịp kêu lên, con rắn đã bắn đến cắn vào cổ chân trái, ngay dưới gấu quần jeans của cô ấy.","Kısacası birçok şey oldukça iyi gidiyordu ki göz ucuyla Margo’nun yanında, suda sürünerek ilerleyen bir şey olduğunu fark ettim. Margo sudan çıkmaya başladı, aşil tendonunun gerginleştiğini görebiliyordum ve daha ben bir şey söyleyemeden yılan saldırıp paçasının tam aşağısından sol bileğini ısırdı.","En resumen, casi todo iba perfecto cuando vi de reojo algo que serpenteaba en el agua cerca de Margo. Margo empezó a salir del agua y vi que tensaba el tendón de Aquiles. Antes de que yo pudiera abrir la boca, la serpiente se abalanzó sobre ella y le mordió el tobillo izquierdo, justo donde acababan los vaqueros."
1369,"“Shit!” Margo said, and she looked down and then said “Shit!” again.","“Bỏ xừ!” Margo thốt lên, cô ấy nhìn xuống và lại nói “Bỏ xừ rồi!” Con rắn vẫn chưa rời chân Margo.","“Kahretsin!” dedi Margo, aşağı baktı ve sonra tekrar, “Kahretsin!” dedi.",—¡Mierda! —exclamó Margo. Miró hacia abajo y repitió—: ¡Mierda!
1371,I dove down and grabbed the snake by the tail and ripped it from Margo’s leg and threw it into the moat.,"Tôi lao đến tóm lấy đuôi rắn, giật nó ra khỏi chân cô ấy và ném thẳng xuống hào nước.",Aşağı uzanıp yılanı kuyruğundan yakaladım ve Margo’nun bacağından söküp hendeğin içine fırlattım.,"Me sumergí, agarré la serpiente por la cola, la arranqué de la pierna de Margo y la lancé al foso."
1372,"“Ow, God,” she said.","“Ôi trời ơi,” Margo kêu lên. “Con gì vậy?","“Ah, Tanrım,” dedi.","—Ay, joder —dijo—."
1374,Was it a moccasin?”,Có phải rắn hổ mang không?”,Zehirli su yılanı mıydı?,¿Qué era? ¿Era una boca de algodón?
1375,“I don’t know.,“Tớ không biết.,“Bilmiyorum.,—No lo sé.
1376,"Lie down, lie down,” I said, and then I took her leg in my hands, and I pulled up her jeans.","Nằm xuống, nằm xuống đi,” tôi nói rồi nâng chân Margo trong tay và kéo gấu quần jeans của cô ấy lên.","Uzan, uzan,” dedim ve bacağım tutup kot pantolonunu yukarı çektim.","Túmbate, túmbate —le ordené. Le cogí la pierna y le subí los vaqueros."
1377,"There were two drops of blood coming out where the fangs had been, and I leaned down and put my mouth on the wound and sucked as hard as I could, trying to draw out the venom.","Có hai giọt máu rỉ ra từ vết cắn, tôi cúi xuống, áp miệng lên vết thương và hút mạnh hết sức, cố gắng rút nọc độc ra.","Yılanın dişlediği yerden iki kan damlası çıkmıştı, eğilip ağzımı yaranın üstüne koydum ve yapabildiğim kadar güçlü bir şekilde emerek zehri çıkarmaya çalıştım.","Los colmillos habían dejado dos agujeritos de los que salía una gota de sangre. Me agaché, puse la boca en la herida y succioné con todas mis fuerzas para intentar sacar el veneno."
1378,"I spit, and was going to go back to her leg when she said, “Wait, I see it.”","Tôi nhổ máu đi, định hút tiếp thì cô ấy nói, “Từ từ đã, tớ thấy nó rồi.”","Tükürdüm, bacağına geri dönecektim ki “Bekle, onu görüyorum,” dedi.","Escupí, y me disponía a volver a succionar cuando Margo dijo: —Espera, la veo."
1379,"I jumped up, terrified, and she said, “No, no, God, it’s just a garter snake.”","Tôi hoảng hồn đứng bật dậy, Margo nói, “Trời ơi, không sao, loài này không độc.”","Dehşete düşmüş bir halde zıpladım ve Margo, “Hayır hayır, Tanrım, sadece küçük bir yılan,” dedi.","Me levanté de un salto, aterrorizado. —No, no —siguió diciendo—. Joder, es solo una culebra."
1380,"She was pointing into the moat, and I followed her finger and could see the little garter snake skirting along the surface, swimming beneath a floodlight’s skirt.","Cô ấy chỉ về phía hào nước, tôi theo hướng ngón tay Margo và thấy một con rắn sọc nhỏ đang lướt dọc mép nước, bơi ngay chỗ có ánh đèn rọi xuống.","Hendeğin içini gösteriyordu, parmağım takip ettim ve yüzeyin yakınında, bir projektör ışığının kenarında yüzen küçük yılanı görebildim.","Señaló el foso. Seguí su dedo y vi la pequeña culebra serpenteando por la superficie, justo debajo del haz de un foco."
1381,"From the well-lit distance, the thing didn’t look much scarier than a baby lizard.","Nhìn ở chỗ đủ sáng, con rắn chỉ như con thằn lằn con, chẳng đáng sợ mấy.",İyi aydınlatılmış mesafeden yaratık bir yavru kertenkeleden daha korkutucu görünmüyordu.,Desde la distancia no parecía mucho más temible que una lagartija.
1382,"“Thank God,” I said, sitting down next to her and catching my breath.","“Ơn giời,” tôi nói, ngồi xuống cạnh Margo và lấy lại nhịp thở của mình.","‘Tanrıya şükür,” dedim Margo’nun yanma oturup soluklanırken.",—Gracias a Dios —dije sentándome a su lado y recuperando el aliento.
1383,"After looking at the bite and seeing that the bleeding had already stopped, she asked, “How was making out with my leg?”","Sau khi xem vết cắn và nhận ra máu đã cầm, cô ấy hỏi tôi, “Gặm chân tớ thấy thế nào?”","Isırığa bakıp kanamanın çoktan durduğunu gördükten sonra, “Bacağımla yiyişmek nasıldı?” diye sordu.","Tras echar un vistazo a la mordedura y ver que ya no sangraba, me preguntó: —¿Qué tal el filete que te has pegado con mi pierna?"
