line_no,en,vi,tr,es
264,"The animals had their breakfast, and then Snowball and Napoleon called them together again.",Chúng đi ăn sáng và sau đó Tuyết Tròn và Napoleon mời tất cả tập trung.,"Snowball ile Napoléon, kahvaltıdan sonra hayvanları yeniden toplantıya çağırdı.","Los animales tomaron el desayuno, y luego Snowball y Napoleón los reunieron a todos otra vez."
265,"“Comrades,” said Snowball, “it is half-past six and we have a long day before us.","""Thưa các đồng chí"", Tuyết Tròn nói, ""Bây giờ là bảy giờ rưỡi, chúng ta còn cả một ngày nữa cơ.","""Yoldaşlar,"" dedi Snowball. ""Saat daha altı buçuk, uzun bir gün bizi bekliyor.","—Camaradas —dijo Snowball—, son las seis y media y tenemos un largo día ante nosotros."
266,Today we begin the hay harvest.,"Hôm nay chúng ta sẽ bắt đầu cắt cỏ, nhưng chúng ta còn một việc phải làm trước đã.""",Bugün otları biçmeye başlıyoruz.,Hoy debemos comenzar la cosecha del heno.
267,But there is another matter that must be attended to first.”,"Hôm nay chúng ta sẽ bắt đầu cắt cỏ, nhưng chúng ta còn một việc phải làm trước đã.""",Ama daha önce halledilecek bir işimiz var.,Pero hay otro asunto que debemos resolver primero.
268,The pigs now revealed that during the past three months they had taught themselves to read and write from an old spelling book which had belonged to mr Jones’s children and which had been thrown on the rubbish heap.,"Thế là hai con lợn nói rằng nhờ những cuốn sách vỡ lòng của con ông Jones tìm được trong đống rác mà suốt ba tháng qua chúng đã học và nay chúng đã biết đọc, biết viết.","Sonunda anlaşıldı ki iki domuz, çöpler arasında Bay Jones'un çocuklarının bir okuma kitabını bulmuş, son üç ay boyunca bu kitaptan okuma yazma öğrenmişlerdi.","Los cerdos revelaron entonces que, durante los últimos tres meses, habían aprendido a leer y escribir mediante un libro elemental que había sido de los chicos del señor Jones y que, después, fue tirado a la basura."
269,Napoleon sent for pots of black and white paint and led the way down to the five-barred gate that gave on to the main road.,"Napoleon sai đi lấy một lọ sơn đỏ, một lọ sơn trắng rồi dẫn cả bọn đi ra cổng lớn.","Napoléon, siyah ve beyaz boya kutularını getirtti, hayvanların başına geçerek onları anayola açılan çiftlik kapısının oraya götürdü.",Napoleón mandó traer unos botes de pintura blanca y negra y los llevó hasta el portón que daba al camino principal.
270,"Then Snowball (for it was Snowball who was best at writing) took a brush between the two knuckles of his trotter, painted out MANOR FARM from the top bar of the gate and in its place painted ANIMAL FARM.","Tuyết Tròn (vì nó là con viết đẹp nhất) kẹp cái chổi sơn giữa hai móng chân, xoá chữ Điền Trang và viết chữ Trại Súc Vật lên cái thanh trên cùng của cánh cổng.","Snowball da (en iyi yazı yazan oydu) fırçayı iki toynağının arasına geçirip kapının en üstteki kol demirine yazılı BEYLİK ÇİFTLİK adını karaladı, yerine HAYVAN ÇİFTLİĞİ yazdı.","Luego Snowball (que era el que mejor escribía) tomó un pincel entre los dos nudillos de su pata delantera, tachó «Granja Manor» de la traviesa superior del portón y en su lugar pintó «Granja Animal»."
271,This was to be the name of the farm from now onwards.,Từ nay trở đi đấy sẽ là tên chính thức của trại này.,Çiftlik artık bu adla anılacaktı.,"Ése iba a ser, de ahora en adelante, el nombre de la granja."
272,"After this they went back to the farm buildings, where Snowball and Napoleon sent for a ladder which they caused to be set against the end wall of the big barn.","Sau đó cả bọn quay lại khu nhà, Tuyết Tròn và Napoleon lại ra lệnh tìm một cái thang rồi dựng sát vào đầu hồi nhà kho.","Daha sonra, çiftlik binalarına geri dönüldü; Snowball ile Napoléon bir merdiven getirtip büyük samanlığın duvarına dayadılar.","Después volvieron a los edificios, donde Snowball y Napoleón mandaron traer una escalera que hicieron colocar contra la pared trasera del granero principal."
273,They explained that by their studies of the past three months the pigs had succeeded in reducing the principles of Animalism to Seven Commandments.,"Chúng giải thích rằng sau một thời kì khổ công nghiên cứu, ba tháng gần đây chúng đã đúc kết các luận điểm của Súc Sinh Kinh thành Bảy Điều Răn.","Domuzlar, üç aydır sürdürdükleri çalışmalar sonucunda, Hayvancılığın temel ilkelerini yedi emirde toplamayı başarmışlardı.","Entonces explicaron que, mediante sus estudios de los últimos tres meses, habían logrado reducir los principios del Animalismo a siete Mandamientos."
274,These Seven Commandments would now be inscribed on the wall; they would form an unalterable law by which all the animals on Animal Farm must live for ever after.,Bảy Điều Răn sẽ được kẻ lên tường và sẽ là luật vĩnh viễn bất di bất dịch của tất cả các thành viên Trại Súc Vật.,"Şimdi bu yedi emir duvara yazılacak, Hayvan Çiftliği'ndeki tüm hayvanlar bundan böyle hayatlarının sonuna dek bu değişmez yasalara uyacaklardı.","Esos siete Mandamientos serían inscritos en la pared; formarían una ley inalterable por la cual deberían regirse en adelante, todos los animales de la «Granja Animal»."
275,"With some difficulty (for it is not easy for a pig to balance himself on a ladder) Snowball climbed up and set to work, with Squealer a few rungs below him holding the paint-pot.","Tuyết Tròn leo lên thang một cách khó nhọc (vì lợn khó giữ thăng bằng khi đứng trên thang) và bắt đầu viết, trong khi Chỉ Điểm cầm hộp sơn đứng bên dưới mấy bậc.",Snowball merdivene güçbela tırmandı (bir domuzun merdiven üzerinde dengesini bulması hiç de kolay değildir) ve işe koyuldu; Squealer da birkaç basamak aşağıda boya kutusunu tutuyordu.,"Con cierta dificultad (porque no es fácil para un cerdo mantener el equilibrio sobre una escalera), Snowball trepó y puso manos a la obra con la ayuda de Squealer que, unos peldaños más abajo, le sostenía el bote de pintura."
276,The Commandments were written on the tarred wall in great white letters that could be read thirty yards away.,"Các điều răn được viết bằng sơn trắng trên bức tường quét hắc ín, đứng xa cả ba chục mét cũng đọc rõ.","Yedi emir, katran kaplı duvara, yirmi otuz metreden okunabilen iri beyaz harflerle yazıldı:","Los Mandamientos fueron escritos sobre la pared alquitranada con letras blancas, y tan grandes, que podían leerse a treinta yardas de distancia."
278,THE SEVEN COMMANDMENTS,BẢY ĐIỀU RĂN,YEDİ EMİR,LOS SIETE MANDAMIENTOS
279,Whatever goes upon two legs is an enemy.,Tất cả các loài hai chân đều là kẻ thù.,1. İki ayak üstünde yürüyen herkesi düşman bileceksin.,1. Todo lo que camina sobre dos pies es un enemigo.
280,"Whatever goes upon four legs, or has wings, is a friend.",Tất cả các loài bốn chân hoặc có cánh đều là bạn.,2. Dört ayak üstünde yürüyen ya da kanatları olan herkesi dost bileceksin.,"2. Todo lo que camina sobre cuatro patas, o tenga alas, es un amigo."
281,No animal shall wear clothes.,Không con vật nào được mặc quần áo.,3. Hiçbir hayvan giysi giymeyecek.,3. Ningún animal usará ropa.
282,No animal shall sleep in a bed.,Không con vật nào được ngủ trên giường.,4. Hiçbir hayvan yatakta yatmayacak.,4. Ningún animal dormirá en una cama.
283,No animal shall drink alcohol.,Không con vật nào được uống rượu.,5. Hiçbir hayvan içki içmeyecek.,5. Ningún animal beberá alcohol.
284,No animal shall kill any other animal.,Loài vật không được giết hại lẫn nhau.,6. Hiçbir hayvan başka bir hayvanı öldürmeyecek.,6. Ningún animal matará a otro animal.
285,All animals are equal.,Mọi con vật sinh ra đều bình đẳng.,7. Bütün hayvanlar eşittir.,7. Todos los animales son iguales.
286,"It was very neatly written, and except that “friend” was written “freind” and one of the “S’s” was the wrong way round, the spelling was correct all the way through.","Các chữ đều được viết rõ ràng và cả đoạn chỉ có hai lỗi chính tả mà thôi, đấy là chữ ""giường"" bị viết thành ""gưìơng"" và một chữ S bị viết ngược.","Emirler büyük bir özenle yazılmıştı; ""dost""un ""tost"" diye, s'lerden birinin de ters yazılmış olması dışında, hiçbir yazım yanlışı yoktu.","Estaba escrito muy claramente y exceptuando que donde debía decir «amigo», se leía «imago» y que una de las «S» estaba al revés, la redacción era correcta."
287,Snowball read it aloud for the benefit of the others.,Tuyết Tròn đọc to lên cho tất cả cùng nghe.,"Snowball, herkes anlasın diye, emirleri baştan sona yüksek sesle okudu.",Snowball lo leyó en voz alta para los demás.
288,"All the animals nodded in complete agreement, and the cleverer ones at once began to learn the Commandments by heart.","Tất cả đều gật đầu đồng ý, những con thông minh hơn lập tức học thuộc lòng các Điều Răn.",Hayvanların hepsi de kafalarını sallayarak emirler karşısında boyunlarının kıldan ince olduğunu belirttiler. En akıllı olanlarıysa hemen ezberlemeye başladı.,Todos los animales asintieron con una inclinación de cabeza demostrando su total conformidad y los más inteligentes empezaron enseguida a aprenderse de memoria los Mandamientos.
289,"“Now, comrades,” cried Snowball, throwing down the paint-brush, “to the hayfield!","""Bây giờ, thưa các đồng chí Tuyết Tròn vừa ném cái chổi sơn xuống đất vừa gào lên, ""tất cả ra đồng cắt cỏ!","Snowball, boya fırçasını yere atıp ""Haydi yoldaşlar!"" diye bağırdı.","—Ahora, camaradas —gritó Snowball tirando el pincel—, ¡al henar!"
290,Let us make it a point of honour to get in the harvest more quickly than Jones and his men could do.”,Chúng ta phải thu hoạch nhanh hơn lão Jones và lũ gia nhân của hắn.,"""Doğru tarlaya! Harmanı, Jones ve adamlarından daha çabuk kaldırmanın onurunu yaşayalım.",Impongámonos el compromiso de honor de terminar la cosecha en menos tiempo del que tardaban Jones y sus hombres.
291,"But at this moment the three cows, who had seemed uneasy for some time past, set up a loud lowing.",Đúng lúc đó thì ba con bò cái vốn cảm thấy khó chịu từ trước bỗng rống lên.,"Ama tam o sırada, bir süredir gergin görünen üç inek böğürmeye başladı.","En aquel momento, las tres vacas, que desde un rato antes parecían estar intranquilas, empezaron a mugir muy fuertemente."
292,"They had not been milked for twenty-four hours, and their udders were almost bursting.","Suốt hai mươi bốn tiếng đồng hồ qua chúng chưa được vắt sữa, vú của chúng căng mọng như muốn nổ ra đến nơi.",Sütleri yirmi dört saattir sağılmamış olduğundan memeleri patladı patlayacaktı.,Hacía veinticuatro horas que no habían sido ordeñadas y sus ubres estaban a punto de reventar.
