line_no,en,vi,tr,es
2447,"This is meant to be a time of silent meditation for her, hut she's not in the mood for that.","Thời gian ấy đáng ra để bà chiêm nghiệm trong yên lặng, nhưng giờ bà không có lòng dạ làm việc đó.","Bu onun içinde sessiz meditasyon zamanı anlamına geliyor, ama o bunun havasında değil.","Para ella debe ser un momento de meditación y silencio, pero no está de humor para ello."
2448,"There is loathing in her voice, as if the touch of my flesh sickens and contaminates her.","Giọng bà hắt hủi, như thể chạm vào da thịt tôi khiến bà phát ốm, khiến bà ô uế.","Sesinde nefret var, sanki bedenimin dokunuşu onu hasta edip kirletiyor.","En su voz hay un deje de repugnancia, como si el contacto con mi piel la enfermara y la contaminara."
2449,"I untangle myself from her body, stand up; the juice of the Commander runs down my legs.","Tôi gỡ mình khỏi thân bà, đứng dậy; thứ dịch từ Chủ soái chảy xuống dọc chân tôi.",Kendimi onun bedeninden çözüp kalkıyorum; Komutan'ın sıvısı bacaklarımdan aşağı süzülüyor.,Me despego de su cuerpo y me pongo de pie; el jugo del Comandante me chorrea por las piernas.
2450,"Before I turn away I see her straighten her blue skirt, clench her legs together; she continues lying on the bed, gazing up at the canopy above her, stiff and straight as an effigy.","Trước khi quay đi, tôi còn thấy bà vuốt phang tấm váy lam, khép chặt chân; bà vẫn nằm lại trên giường, mắt ngó trân lên tấm màn bên trên, thẳng đờ như nộm.","Dönmeden önce mavi eteğini düzelttiğini, bacaklarını birleştirdiğini görüyorum; yukarıdaki kubbeye bakarak, bir heykel kadar katı ve dik yatakta yatmaya devam ediyor.","Antes de girarme veo que ella se arregla la falda azul y aprieta las piernas; se queda tendida en la cama, con la mirada fija en el dosel, rígida y tiesa como una efigie."
2451,"Which of us is it worse for, her or me?","Không hiểu với ai tệ hơn, bà hay tôi?","Hangimiz için daha kötü bu, onun için mi yoksa benim için mi?","¿Para cuál de las dos es peor, para ella o para mí?"
2453,This is what I do when I'm back in my room:,Tôi làm những việc sau đây khi trở lại phòng mình:,Odama döndüğümde yaptıklarım şunlar:,Esto es lo que hago cuando vuelvo a mi habitación:
2454,I take off my clothes and put on my nightgown.,Tôi trút bỏ quần áo và thay đồ ngủ.,Elbisemi çıkarıp geceliğimi giyiyorum.,Me quito la ropa y me pongo el camisón.
2455,"I look for the pat of butter, in the toe of my right shoe, where I hid it","Tôi kiếm mẩu bơ tí xíu, trong mũi giày phải, chỗ đã giấu sau bừa ăn.",Akşam yemeğinden sonra sağ ayakkabıma sakladığım bir parça tereyağını çıkarıyorum.,"Busco la ración de mantequilla en la punta de mi zapato derecho, donde la escondí después de cenar."
2457,"The cupboard was too warm, the butter is semi-liquid.","Trong tủ ấm quá, bơ chảy mềm ra rồi.","Dolap çok sıcakmış, tereyağ yarı erimiş.",El interior del armario estaba demasiado caliente y la mantequilla ha quedado casi líquida.
2458,Much of it has sunk into the paper napkin I wrapped it in.,Phần lớn đã thâm vào mẩu giấy ăn bọc ngoài.,Tereyağının çoğu içine sardığım kağıt peçete tarafindan emilmiş.,La mayor parte fue absorbida por la servilleta que usé para envolverla.
2459,Now I'll have butter in my shoe.,Giờ trong giày có bơ.,Şimdi ayakkabımın içinde tereyağ var.,Ahora tendré mantequilla en el zapato.
2460,"Not the first time, because whenever there is butter or even margarine, I save some in this way.","Không phải lần đầu, bởi cứ khi nào có bơ hoặc cả macgarin, tôi lại để dành một ít theo cách đó.","İlk kez olmuyor bu, çünkü ne zaman tereyağ, hatta margarin olsa birazını bu şekilde saklarım.","No es la primera vez, me ocurre siempre que tengo mantequilla, o incluso margarina."
2461,"I can get most of the butter off the shoe lining, with a washcloth or some toilet paper from the bathroom, tomorrow.","Tôi có thể chiết ra gần hết chỗ bơ từ lớp lót giày, ngày mai, dùng khăn lau hay giấy vệ sinh trong phòng tắm.",Tereyağının çoğunu ayakkabı astarından bir peçete ya da banyodaki tuvalet kağıdıyla yarın alabilirim.,"Mañana limpiaré el forro del zapato con una toallita, o con un poco de papel higiénico."
2462,"I rub the butter over my face, work it into the skin of my hands.","Tôi xoa chỗ bơ khắp mặt, xát vào da tay.","Tereyağını yüzüme sürüyorum, ellerimin derisine iyice yediriyorum.",Me unto las manos con mantequilla y me froto la cara.
2463,"There's no longer any hand lotion or face cream, not for us.","Giờ không còn kem bôi mặt hay sữa dưỡng da nữa, không phải dành cho chúng tôi.","Artık el losyonu ya da yüz kremi yok, bize yok.","Ya no existe la loción para las manos ni la crema para la cara, al menos para nosotras."
2464,Such I things are considered vanities.,Đó cũng thuộc hạng phù phiếm.,Bunların boş şeyler oldukları düşünülüyor.,Estas cosas se consideran una vanidad.
2465,"We are containers, it's only the in-sides of our bodies that are important.","Chúng tôi là bình đựng, chỉ phần nội tạng mới quan trọng.","Biz kaplarız, önemli olan şey sadece bedenlerimizin içi.","Nosotras somos recipientes, lo único importante es el interior de nuestros cuerpos."
2466,"The outside can become hard and wrinkled, for all they care, like the shell of a nut.","Ngoại biên có thể cứng lại và nhăn nheo, như vỏ hạt dẻ, họ cũng bất chấp.","Dışı sert ve kırışık olabilir, düşündükleri şey bu, bir fındığın kabuğu gibi.","El exterior puede volverse duro y arrugado como una cáscara de nuez, y a ellos no les importa."
2467,"This was a decree of the Wives, this absence of hand lotion.","Đây là sắc lệnh của các Phu nhân, chuyện mất tích sữa dưỡng da này.","Buna Eşler karar verdiler, yani bu el losyonu yokluğuna.","El hecho de que no haya loción para las manos se debe a un decreto de las Esposas, que no quieren que seamos atractivas."
2469,"For them, things are bad enough as it is.","Với họ, sự tình thế này đã đủ tệ rồi.",Onlar için işler şu haliyle bile oldukça kötü.,"Para ellas, las cosas son bastante malas tal como están."
2470,The butter is a trick I learned at the Rachel and Leah Center.,Bơ là mẹo học được ở Trung tâm Rachel và Leah.,Rahel ve Lea Merkezi'nde öğrendiğim bir hile tereyağı.,Lo de la mantequilla es un truco que aprendí en el Centro Raquel y Leah.
2471,"The Red Center, we called it, because there was so much red.","Trung tâm Đỏ, chúng tôi gọi thế, bởi đâu đâu cũng toàn màu đỏ.","Kırmızı Merkez derdik oraya, çünkü o kadar çok kırmızı vardı ki.","Le llamábamos el Centro Rojo, porque casi todo era rojo."
2472,"My predecessor in this room, my friend with the freckles and the good laugh, must have done this too, this buttering.","Người tiền nhiệm tôi ở phòng này, cô bạn có tàn nhang và tiếng cười giòn giã, chắc cũng đã làm vậy, với bơ.","Bu odadaki öncüm, çilli ve güzel gülüşlü arkadaşım da bunu yapmış olmalı, bu tereyağlanmayı.","Mi antecesora en esta habitación, mi amiga la de las pecas y la risa contagiosa, también debe de haber hecho esto con la mantequilla."
2473,We all do it.,Chúng tôi đều làm vậy.,Hepimiz yaparız bunu.,Todas lo hacemos.
2474,"As long as we do this, butter our skin to keep it soft, we can believe that we will some day get out, that we will be touched again, in love or desire.","Chừng nào còn làm việc đó - xoa bơ lên mặt cho mềm da, chúng tôi còn tin được có ngày mình sẽ thoát ra, tin mình sẽ lại được động chạm, vì yêu đương hay ham muốn.","Bunu yaptığımız sürece, yani tenimizi yumuşak tutmak için yağlandığımız sürece, bir gün dışarı çıkabileceğimize, bize tekrar, aşkla ya da arzuyla, dokunulacağına inanmayı sürdürebiliriz.","Mientras lo hagamos, mientras nos untemos la piel con mantequilla para mantenerla tersa, podremos creer que algún día nos liberaremos de esto, que volveremos a ser tocadas con amor o deseo."
2475,"We have ceremonies of our own, private ones.","Chúng tôi cũng có những nghi lễ của mình, cử hành đơn độc.","Kendimize ait ayinlerimiz var, özel şeyler.",Tenemos nuestras ceremonias privadas.
2476,"The butter is greasy and it will go rancid and I will smell like an old cheese; but at least it's organic, as they used to say.","Bơ rất nhờn, sẽ chóng ôi và tôi sẽ bốc mùi pho mát chua; nhưng ít ra cũng là dưỡng chất thiên nhiên, như xưa thường nói.","Tereyağ cıvıldaşmış, ekşiyecek ve ben küflü bir peynir gibi kokacağım; eskiden dedikleri gibi, en azından organik bir koku.","La mantequilla es grasienta, se pondrá rancia y yo oleré a queso pasado; pero al menos es orgánica, como solían decir."
2477,To such devices have we descended.,Chúng tôi đã xuống đến mức ấy rồi vậy.,Bu tür şeylere kadar düştük.,Hemos llegado al punto de tener que recurrir a estas estratagemas.
2478,"Buttered, I lie on my single bed, flat, like a piece of toast.","Đã phết bơ, tôi nằm xuống giường, thẳng thớm, một miếng bánh mì nướng.","Yağlanmış olarak, tek kişilik yatağımda yatıyorum, bir parça tost gibi dümdüz.","Una vez enmantequillada, me tiendo en mi cama individual, aplastada como una tostada."
2479,I can't sleep.,Tôi không ngủ nổi.,Uyuyamıyorum.,No puedo dormir.
2480,"In the semidark I stare up at the blind plaster eye in the middle of the ceiling, which stares back down at me, even though it can't see.","Trong bóng tranh sáng tranh tối tôi nhìn mãi lên con mắt thạch cao mù giữa trần, cũng đang nhìn lại xuống tôi, dù không thấy.","Yarı karanlıkta görememesine rağmen tavanın ortasından bana bakan sıvalı, kör göze doğru bakıyorum.","Envuelta en la semipenumbra, fijo la vista en el ojo de yeso del cielo raso, que también me mira pero que no puede yerme."
2481,"There's no breeze, my white curtains are like gauze bandages, hanging limp, glimmering in the aura cast by the searchlight that illuminates this house at night, or is there a moon?","Không có gió, đôi rèm trắng như hai tấm gạc, rũ oặt xuống, nhờ nhờ trong quầng sáng đèn pha đêm đêm vẫn chiếu quanh nhà này - hay là có trăng?","Esinti yok, beyaz perdelerim, şeffaf bandajlar gibi, gevşekçe asılı, geceleri bu evi aydınlatan projektörlerin yaydığı ışıkla parlıyorlar, yoksa dolunay mı var?","No corre ni la más leve brisa, las cortinas blancas son como vendas de gasa que cuelgan flojas, brillando bajo el aura que proyecta el reflector que ilumina la casa durante la noche,"
2485,"The sky is clear but hard to make out, because of the searchlight; but yes, in the obscured sky a moon does float, newly, a wishing moon, a sliver of ancient rock, a goddess, a wink.","Trời trong veo nhưng khó nhìn ra, bởi ánh đèn; nhưng đúng, trên nền trời bị át mờ có một vầng trăng lơ lửng, tinh khôi, một vầng trăng chờ lời ước nguyện, một mảnh đá từ vạn cổ, một nữ thần, một nháy mắt.","Gökyüzü açık ama projektörden dolayı ayırt etmesi zor; ama evet, belirsiz gökyüzünde gerçekten de bir ay yüzüyor, yepyeni, arzulayan bir ay, antik bir kaya parçası, bir tanrıça, bir pırıltı.","El cielo está claro, aunque el brillo de los reflectores no permite verlo bien; pero en él flota la luna, una luna anhelante, el fragmento de una antigua roca, una diosa, un destello."
2486,"The moon is a stone and the sky is full of deadly hardware, but oh God, how beautiful anyway.","Vầng trăng là đá còn trời đầy những khí tài chết chóc, nhưng Chúa ơi, dù gì cũng đẹp làm sao.","Ay bir kaya ve gökyüzü ölümcül silahlarla dolu; aman Tanrım, yine de ne kadar güzel!","La luna es una piedra y el cielo está lleno de armas mortales, pero de todos modos es hermoso."
2487,I want Luke here so badly.,Tôi muốn có Luke không tả xiết.,Luke'u burada felaket istiyorum.,Me muero por tener a Luke a mi lado.
2488,I want to be held and told my name.,"Tôi muốn được ôm, được nghe gọi tên mình.",Bana sarılınmasını ve ismimin söylenmesini istiyorum.,Deseo que alguien me abrace y pronuncie mi nombre.
