line_no,Ent,en,vi,tr,es
989,,"When we were on a house-party together up in Warwick, she left a borrowed car out in the rain with the top down, and then lied about it—and suddenly I remembered the story about her that had eluded me that night at Daisy’s.","Khi chúng tôi đi dự một buổi tiệc được tổ chức ở một căn nhà trên Warwick, Jordan quên đóng mui chiếc xe cô mượn và để nó nằm ngoài trời mưa. Sau đó, Jordan đã nói láo về chuyện này.","Warwick’teki bir ev partisinde, ödünç aldığı üstü açık arabayı yağmur altında bırakmış, bu konuda yalan söylemişti. Sonra birden, Daisy’nin evinde tanıştığımız gece aklıma gelmeyen o hikayeyi hatırladım.","Habíamos ido a una fiesta en Warwick, y Jordan dejó bajo la lluvia, sin subirle la capota, el coche que le habían prestado, y luego mintió sobre el incidente, y entonces me vino a la cabeza lo que contaban de ella y que no conseguí recordar aquella noche en casa de Daisy."
990,,At her first big golf tournament there was a row that nearly reached the newspapers—a suggestion that she had moved her ball from a bad lie in the semifinal round.,Sự việc khiến tôi đột nhiên nhớ lại câu chuyện mà tôi đã không nhớ ra tối hôm ở nhà Daisy. Tại một cuộc tranh giải golf lớn mà Jordan lần đầu tham dự đã có xẩy ra một chuyện huyên náo đến nỗi suýt bị đưa lên báo chí. Có người cáo buộc rằng Jordan đã di chuyển trái banh golf của mình ra khỏi vị trí bất lợi.,"Katıldığı ilk büyük golf turnuvasında, gazetelere de yansıyan epey gürültü koparacak bir söylentiye göre, yarı-finalde topu­n yerini değiştirmişti.",En su primer gran torneo de golf hubo un escándalo que estuvo a punto de salir en los periódicos: alguien insinuó que en las semifinales Jordan movió una pelota que había caído en mal sitio.
991,,The thing approached the proportions of a scandal—then died away.,"Vụ này có tầm vóc như một vụ tai tiếng, nhưng sau đó thì nó bị dập tắt.",Olay skandal boyutuna ulaş­mak üzereyken üstü kapanmıştı.,El caso alcanzó proporciones de escándalo y luego se desinfló.
992,,"A caddy retracted his statement, and the only other witness admitted that he might have been mistaken.","Người phục dịch lượm banh golf đã rút lại lời phát biểu của mình, và nhân chứng duy nhất cũng thú nhận có thể anh ta đã lầm lẫn.","Sopaları taşıyan görevli iddiasından vazgeçmiş, olaya şahit olduğunu söyleyen ikinci kişi de yanılmış olabileceğini kabul etmişti.",Un caddy se retractó de sus declaraciones y el único testigo admitió que podría haberse equivocado.
993,,The incident and the name had remained together in my mind.,Câu chuyện và tên tuổi trong vụ này đã gắn liền với nhau và nằm in trong trí nhớ tôi.,Olay ve kahra­manının adı aklımda kalmış olmalıydı.,"Retuve, sin embargo, el incidente y el nombre."
994,,"Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible.","Theo bản năng, Jordan Baker thường tránh né những đàn ông khôn ngoan ranh mãnh. Và bây giờ tôi nhận ra Jordan làm như vậy bởi vì cô cảm thấy mình sẽ được an toàn hơn khi ở với loại người có quan niệm rằng chuyện những hành vi đi lệch khỏi quy tắc là không thể xẩy ra.",Jordan Baker içgüdüsel olarak zeki ve kurnaz erkeklerden uzak dururdu. Artık bunun nedenini anlıyordum. Ahlak kurallarından uzaklaşmanın mümkün olmadığına inanılan ortamlarda kendini güvende hissediyordu.,"Jordan Baker evitaba instintivamente a los hombres inteligentes y perspicaces, y entonces comprendí que lo hacía porque se sentía más segura en una esfera en la que apartarse de la norma resultara prácticamente imposible."
995,,She was incurably dishonest.,Jordan là một người dối trá bất trị.,İflah olmaz bir sahtekardı o.,Era una tramposa incurable.
996,,"She wasn’t able to endure being at a disadvantage and, given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard, jaunty body.","Cô không thể chịu được cảnh phải ở trong vị trí bất lợi. Tôi cho rằng tính gian dối này đã có được từ khi cô còn nhỏ để mà duy trì cái nụ cười lạnh lùng xấc lược với thế giới chung quanh, đồng thời làm thoả mãn sự đòi hỏi của tấm thân rắn chắc hoạt bát cũa mình.","Dezavantajlı bir duruma düşmeye katlanamadığından, buna razı olmayıp gençliğinde bile kaçamak yollara baş vurarak, dünyaya çevirdiği o soğukkanlı ve küstah gülümsemesi ile diri, gösterişli vücudunun isteklerini yerine getirmeyi adet edinmişti.","No soportaba estar en desventaja y, por ese rasgo negativo, supongo que había empezado a recurrir a subterfugios desde muy joven para conservar frente al mundo aquella sonrisa fría e insolente y, al mismo tiempo, satisfacer las exigencias de su cuerpo fuerte y feliz."
997,,It made no difference to me.,Chuyện đó cũng chẳng làm thay đổi gì trong tôi.,Benim açımdan fark eden bir şey yoktu.,A mí no me importaba.
998,,"Dishonesty in a woman is a thing you never blame deeply—I was casually sorry, and then I forgot.","Sự dối trá ở một phụ nữ là một thứ ta không bao giờ có thể khiển trách hoài được. Tôi chỉ cảm thấy đáng tiếc trong chốc lát, nhưng sau đó lại quên ngay.",Yalanlarından dolayı bir kadını fazla suçlayamayız. Önce biraz üzülür gibi oldum ama sonra unuttum.,"Que una mujer haga trampas es algo que nadie critica demasiado. Me molestó en un principio, y luego lo olvidé."
999,,It was on that same house-party that we had a curious conversation about driving a car.,Cũng trong bữa tiệc hôm đó hai chúng tôi đã có một mẫu đối thoại kỳ lạ về cách lái xe.,O geceki partide de aramızda araba kullanmakla ilgili ilginç bir sohbet geçmişti.,"En aquella fiesta, en casa de alguien de Warwick, tuvimos una curiosa conversación sobre cómo conducir un coche."
1000,,It started because she passed so close to some workmen that our fender flicked a button on one man’s coat.,"Câu chuyện được bắt đầu khi Jordan lái xe quá gần ngang một người thợ sửa đường, gần đến nỗi miếng chắn xe của chúng tôi lướt chạm nhẹ ngang qua cái nút áo của người thợ này.",Jordan yol kenarındaki işçilerin o kadar yakınından geçmişti ki çamurluğumuz adamlardan birinin düğmesini kopardı.,Empezó porque pasó tan cerca de unos trabajadores que el guardabarros rozó un botón de la chaqueta de uno de ellos.
1001,,"“You’re a rotten driver,” I protested.","""Cô đúng là một tài xế ẩu."" Tôi phản đối.","“Berbat bir şoförsün!” diye bağırdım, “Ya daha dikkatli sür ya da araba kullanma.",—Conduces fatal —protesté—.
1002,,"“Either you ought to be more careful, or you oughtn’t to drive at all.”","""Hoặc là cô nên cẩn thận hơn, hoặc là cô hoàn toàn không nên lái xe.""","“Berbat bir şoförsün!” diye bağırdım, “Ya daha dikkatli sür ya da araba kullanma.","O tienes más cuidado, o deberías dejar de conducir."
1003,,“I am careful.”,"""Em có cẩn thận mà.""",“Dikkat ediyorum”,—Tengo cuidado.
1004,,"“No, you’re not.”","""Không hề, cô đâu có cẩn thận.""",“Hayır etmiyorsun.,"—No, no tienes cuidado."
1005,,"“Well, other people are,” she said lightly.","""Như thế thì đã có người khác cẩn thận."" Jordan nói một cách nhẹ nhàng.","“Boş ver, öteki sürücüler dikkat eder nasılsa” dedi şakacı bir tavırla.","—Bueno, ya otros tienen cuidado —dijo sin pensarlo dos veces."
1006,,“What’s that got to do with it?”,"""Như vậy thì có giúp được gì?""",“Ne ilgisi var şimdi?,—¿Y eso qué tiene que ver?
1007,,"“They’ll keep out of my way,” she insisted.","""Những người đó sẽ tránh em."" Jordan cương quyết.",“Yolumdan kaçarlar işte.,—No se cruzarán en mi camino —insistió—.
1008,,“It takes two to make an accident.”,"""Phải có hai người không cẩn thận mới gây ra tai nạn.""",Kaza iki kişiyle yapılır.,Hacen falta dos para que haya un accidente.
1009,,“Suppose you met somebody just as careless as yourself.”,"""Giả sử như cô gặp người nào đó cũng bất cẩn như cô.""",“Ya senin kadar dikkatsizine rastlarsan.,—Supón que te encuentras con alguien tan imprudente como tú.
1010,,"“I hope I never will,” she answered.","""Em hy vọng em sẽ không bao giờ gặp họ."" Jordan trả lời.",“Umarım böyle bir şey olmaz.,—Espero no encontrármelo jamás —respondió—.
1011,,“I hate careless people.,"""Em ghét những người bất cẩn.",Dikkatsiz kişilerden nefret ederim.,Detesto a los imprudentes.
1012,,That’s why I like you.”,"Đó là lý do tại sao em thích anh.""",Onun için senden hoşlanıyorum ya.,Por eso me gustas.
1013,,"Her grey, sun-strained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her.","Đôi mắt xám mỏi nắng của Jordan nhìn thẳng về phía trước, nhưng thật ra Jordan đã có chủ tâm thay đổi quan hệ giữa hai chúng tôi. Trong một khoảng khắc tôi nghĩ tôi đã yêu Jordan.","Güneşten yorulan, gri gözlerini yoldan hiç ayırmadan ilişkimizin yönünü saptırmayı iyi başarmıştı. Bir an ona aşık olduğumu düşündüm.","Sus ojos grises, irritados por el sol, miraban hacia delante, impertérritos, pero Jordan había modificado astuta y deliberadamente la naturaleza de nuestra relación, y por un momento creí que la quería."
1014,,"But I am slow-thinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home.","Thế nhưng vì tôi luôn từ tốn trong suy nghĩ và luôn có đầy những quy tắc cho riêng mình, cho nên tôi đã kìm hãm những ham muốn của mình. Tôi biết tôi trước hết phải gỡ bỏ mối quan hệ gúc mắc ở quê nhà vĩnh viễn trước đã.","Ama çok düşünüp geç karar veren biriydim. Ayrıca arzularımı frenleyen bir sürü kuralım da vardı. Bu yüzden ilk yapmam gerekenin buraya, yani New York’a gelmeden kendimi kaptırdığım o eski akıntıdan kurtarmaktı.","Pero pienso las cosas detenidamente y me someto a una considerable cantidad de reglas interiores que actúan como freno a mis deseos, y sabía que mi primera obligación era liberarme del lío que había dejado pendiente en mi ciudad natal."
1015,,"I’d been writing letters once a week and signing them: “Love, Nick,” and all I could think of was how, when that certain girl played tennis, a faint moustache of perspiration appeared on her upper lip.","Lâu nay mỗi tuần một lần tôi thường hay viết những lá thư ký tên bên dưới: ""Yêu em. Nick."" thế nhưng những lúc đó trong đầu tôi lại chỉ có thể nghĩ tới việc làm sao cô gái ấy khi chơi tennis lại có thể đổ hàng mồ hôi phía môi trên.","Haftada bir ona mektup yazıp altını ‘Sevgiler, Nick’ diye imzalıyordum. Tenis oynarken üst dudağında minik ter damlacıkları birikmesi de hala gözümün önünden gitmiyordu.","Escribía todas las semanas y seguía firmando: «Con cariño, Nick», pero de lo único que me acordaba era de una chica a la que, cuando jugaba al tenis, se le formaba un fino bigote de sudor, y, sin embargo, existía un vago compromiso que debía romper con delicadeza para sentirme libre."
1016,,Nevertheless there was a vague understanding that had to be tactfully broken off before I was free.,"Dù sao đi nữa, có một hiểu ngầm mơ hồ là tôi phải cắt đứt khéo léo cái quan hệ đó trước khi mình có thể tự do.",Onunla aramızda adı konmamış bir anlaşma vardı. Kendimi özgür hisset­mem için o anlaşmayı ustalıkla bozmam gerekiyordu.,"Escribía todas las semanas y seguía firmando: «Con cariño, Nick», pero de lo único que me acordaba era de una chica a la que, cuando jugaba al tenis, se le formaba un fino bigote de sudor, y, sin embargo, existía un vago compromiso que debía romper con delicadeza para sentirme libre."
