line_no,Ent,en,vi,tr,es
2399,,"Some of the people of the chateau, and some of those of the posting-house, and all the taxing authorities, were armed more or less, and were crowded on the other side of the little street in a purposeless way, that was highly fraught with nothing.","Mấy người của lâu đài và mấy người của dịch trạm, cùng mọi nhân viên tô thuế không ít thì nhiều đều mang vũ khí, đã xúm lại thành một đám bên kia con đường nhỏ, lăng xăng mà chẳng biết phải làm gì.","Şatodan bazı kişiler ve posta merkezindekilerin bir kısmı ve bütün vergi toplayıcıları az çok silahlanmış, küçük sokağın diğer tarafında toplaşmış amaçsızca bekliyorlardı, bu durum hayli endişe vericiydi.","En la embocadura de la calle se veían gentes del castillo, servidores de la casa de postas y todas las autoridades de la aldea, más o menos armadas."
2400,,"Already, the mender of roads had penetrated into the midst of a group of fifty particular friends, and was smiting himself in the breast with his blue cap.",Gã phu lục lộ đã chen vào giữa đám bạn quen chừng năm mươi người và đang lấy chiếc mũ xanh đập vào ngực mình.,"Yol işçisi, elli kişilik bir grubun içine dalmıştı bile ve mavi şapkasıyla göğsüne vuruyordu.","El caminero había penetrado ya en el centro de un grupo, formado por unos cincuenta amigos particulares suyos, con los cuales hablaba con muestras de excitación."
2401,,"What did all this portend, and what portended the swift hoisting-up of Monsieur Gabelle behind a servant on horseback, and the conveying away of the said Gabelle (double-laden though the horse was), at a gallop, like a new version of the German ballad of Leonora?","Có chuyện gì chẳng lành sao, có chuyện gì mà ông Gabelle lại vội vàng lên yên ngựa, ngồi sau lưng tên gia nhân của lâu đài rồi cả hai phi nước đại phóng đi như đôi tình nhân trong khúc dân ca Leonora? Chuyện chẳng lành là ở lâu đài đã có thêm một mặt tượng đá xuất hiện.","Tüm bunlar neye delalet ediyordu? Dahası Mösyö Gabelle'in atın üstündeki bir uşak tarafından hızlıca çekilmesi ve söz konusu kişinin, Alman Lenore baladının yeni bir uyarlaması gibi, (atın fazlasıyla yüklü olmasına rağmen) dörtnala götürülmesi neye delalet ediyordu?","¿Qué significaba todo esto? Sobre todo, ¿qué significaba la llegada del señor Gambelle, que sentado a la grupa de un caballo, montado también por un servidor del castillo, se aproximaba a la aldea a galope tendido, no obstante la doble carga, cual si quisiera representar, un poquito modificada, la leyenda alemana de Leonora?"
2403,,"The Gorgon had surveyed the building again in the night, and had added the one stone face wanting; the stone face for which it had waited through about two hundred years.","Thần Gorgon trong đêm đã lướt mắt qua dinh cơ này lần nữa, và đã bổ sung một mặt tượng đá còn thiếu; bộ mặt đá mà thần đã đợi chờ suốt hai trăm năm.",Gorgo geceleyin binaya yeniden bakmış ve eksik olan taş yüzün yerine bir tane eklemişti; binanın yaklaşık iki yüz yıldır beklediği taş yüzdü bu.,"El Gorgon que presidió la erección del castillo decidió sin duda visitar su obra durante la noche, advirtió que faltaba una faz de piedra, la misma que probablemente estaban esperando desde doscientos años antes, y la aumentó."
2404,,It lay back on the pillow of Monsieur the Marquis.,Bộ mặt đá ấy nằm trên gối của ngài Hầu tước.,Bu yüz Mösyö Marki'nin yastığında yatıyordu şimdi.,La cara de piedra reposaba boca arriba sobre la mullida almohada del lecho del señor Marqués.
2405,,"It was like a fine mask, suddenly startled, made angry, and petrified.","Nó giống như một chiếc mặt nạ đẹp, bỗng nhiên hoảng hốt, tức giận, rồi hóa đá.",Ani bir şaşkınlık ve kızgınlığın ardından taş kesilmiş güzel bir maske gibiydi.,"Parecía mascarilla finísima, de expresión un poquito asustada o airada."
2406,,"Driven home into the heart of the stone figure attached to it, was a knife.",Đâm thấu tim của thân hình hóa đá gắn liền với mặt tượng ấy là một con dao.,Bu taş figürün kalbine saplanmış bir bıçak vardı.,"Pegado a la cabeza había un tronco de hombre, también petrificado, y envainado en el corazón de ese tronco se veía un cuchillo."
2407,,"Round its hilt was a frill of paper, on which was scrawled:",Quanh chuôi dao buộc một miếng giấy xếp nếp có ghi nguệch ngoạc: “Cho mau xuống mồ. - JACQUES”,"Kabzasına, üstüne şu sözlerin karalandığı bir kağıt sarılmıştı:","En derredor del pomo del cuchillo había un papel, en el cual alguien había garrapateado las siguientes palabras:"
2411,,Two Promises,10. Hai lời hứa,İki Söz,DOS PROMESAS
2412,"['carlos darnay', 'charles darnay']","More months, to the number of twelve, had come and gone, and mr Charles Darnay was established in England as a higher teacher of the French language who was conversant with French literature.","Tháng đi năm đến, sau mười hai tháng Charles Darnay đã ổn định ở Anh trong vai trò một giáo viên tiếng Pháp cấp cao am tường văn chương Pháp. Ở thời nay hẳn phải gọi anh là giáo sư; còn thời đó anh được gọi là phụ giáo Đại học*.","Aradan on iki ay kadar bir süre geçmişti ve mr Charles Darnay, Fransız Edebiyatı konusunda uzman bir Fransızca öğretmeni olarak İngiltere'ye yerleşmişti.",Pasaron doce meses. Carlos Darnay se había establecido en Inglaterra como maestro de idioma francés y de literatura francesa.
2414,,"He read with young men who could find any leisure and interest for the study of a living tongue spoken all over the world, and he cultivated a taste for its stores of knowledge and fancy.","Anh dạy cho những thanh niên nào thích thú và quan tâm đến việc học một sinh ngữ phổ biến toàn thế giới, anh bồi dưỡng cho họ một sở thích đối với kho tàng tri thức và những điều hay đẹp của Pháp ngữ.",Dünyanın dört bir yanında konuşulan canlı bir dili öğrenmeye vakti ve ilgisi olan genç beylerle çalışıyordu ve bu konudaki bilgi ve beğeniler için zevkler geliştirmişti.,Enseñaba a jóvenes que disponían de tiempo y deseaban aprender una lengua viva que se hablaba en todo el mundo.
2415,,"He could write of them, besides, in sound English, and render them into sound English.",Ngoài ra anh còn có thể viết bằng tiếng Anh lưu loát về các đề tài này và dịch các trước tác sang Anh ngữ rất hay.,"Aynca, güzel yazılar yazıp bunları güzel bir şekilde İngilizceye çevirebiliyordu.",Maestros como Darnay no se encontraban con facilidad en aquellos tiempos.
2416,,"Such masters were not at that time easily found; Princes that had been, and Kings that were to be, were not yet of the Teacher class, and no ruined nobility had dropped out of Tellson’s ledgers, to turn cooks and carpenters.","Những người thầy như thế không dễ kiếm vào thời đó; giới hoàng thân quốc thích đang trông chờ kế vị vẫn chưa phải lưu vong dạy học mưu sinh, cũng chưa có nhà quý tộc nào cạn sạch tài khoản trong Ngân hàng Tellson để phải làm đầu bếp hay thợ mộc.",O zamanlar bu işin uzmanlarını bulmak hiç de kolay değildi; eskinin Prensleri ve geleceğin Kralları bile Öğretmen sınıfına dâhil değildi ve hiçbir zavallı soylu Tellson'un defterlerinden aşçı ya da marangoz olmak için çıkmamıştı.,"Los príncipes y los reyes distaban mucho de poder figurar entre la clase de los que pueden enseñar, y la nobleza arruinada no pensaba en perder la vista trabajando sobre los Libros Mayores del Banco Tellson, ni en consagrar sus aptitudes a las artes culinarias o de carpintería."
2417,"['darnay', 'mr darnay']","As a tutor, whose attainments made the student’s way unusually pleasant and profitable, and as an elegant translator who brought something to his work besides mere dictionary knowledge, young mr Darnay soon became known and encouraged.","Là phụ giáo với mục tiêu là làm sao cho sinh viên thấy việc học đầy hứng thú hữu ích, là dịch giả tài hoa có thể mang nhiều ý nghĩa mới cho bản dịch vượt khỏi giới hạn từ điển, chàng Darnay nhanh chóng nổi tiếng và được khuyến khích.","Genç mr Darnay, becerileriyle öğrencilerine hem keyifli zaman geçirten hem de faydalı şeyler öğreten bir öğretmen, çevirilere de kelime bilgisinin ötesinde pek çok şey katan titiz bir çevirmen olarak kısa sürede isim yapıp ilgi gördü.","No tardó en hacerse conocido el joven Darnay, quien como maestro poseía el secreto de hacer que sus discípulos encontrasen agradables sus lecciones, y como traductor sabía poner en sus trabajos algo más que los conocimientos derivados de la gramática y del diccionario."
2418,,"He was well acquainted, more-over, with the circumstances of his country, and those were of ever-growing interest.","Thêm nữa, anh hiểu rõ tình hình thời sự nước Pháp và những chuyện đó ngày càng được nhiều người quan tâm.",Ülkenin içinde bulunduğu şartlardan dolayı ve giderek büyüyen ilgi sayesinde birçok kişi tarafından tanındı.,"Como quiera que, por otra parte, supo asimilarse las costumbres del país en que vivía, no es de admirar que con algo de perseverancia, consiguiera prosperar."
2419,,"So, with great perseverance and untiring industry, he prospered.","Cho nên nhờ bền gan trì chí, anh đã thành công.","Böylece, büyük azmi ve bitmek bilmeyen çabalarıyla refaha ulaşmış oldu.","Como quiera que, por otra parte, supo asimilarse las costumbres del país en que vivía, no es de admirar que con algo de perseverancia, consiguiera prosperar."
2420,,"In London, he had expected neither to walk on pavements of gold, nor to lie on beds of roses; if he had had any such exalted expectation, he would not have prospered.","Ở London, anh không trông mong bước trên hè phố dát vàng hay nằm trên nệm rải hoa hồng; nếu như anh có những kỳ vọng cao vời như thế thì anh đã thất bại rồi.","Önceden, Londra'da ne alün kaldırımlarda yürümeyi ne de gül yapraklarıyla kaplı yataklarda yatmayı ummuştu; gözü bu kadar yükseklerde olsaydı bu kadar başarılı olamazdı zaten.","Cuando se trasladó a Londres, no lo hizo llevado de la esperanza de pasear sobre aceras de oro ni de dormir sobre lecho de rosas. De haber abrigado esas esperanzas, a buen seguro que no hubiese prosperado."
2421,,"He had expected labour, and he found it, and did it and made the best of it.","Anh chỉ mong muốn làm việc và đã tìm được việc, đã nỗ lực và không hề nản lòng.","Bir iş yapmak istemişti ve bunu bulmuş, yapmış, hatta bu işi yapanların içinde en iyisi olmuştu.","Esperaba trabajo, lo encontró, se dedicó con ardor a él, sacó de su labor todo el partido posible: ese fué el secreto de su prosperidad."
2423,,"A certain portion of his time was passed at Cambridge, where he read with undergraduates as a sort of tolerated smuggler who drove a contraband trade in European languages, instead of conveying Greek and Latin through the Custom-house.","Một phần thời gian của anh là dạy ở Cambridge cho các sinh viên, trường này chấp nhận anh như một kẻ buôn lậu thứ hàng trốn thuế là các thứ tiếng châu Âu chứ không phải loại thương gia buôn cổ ngữ Hy Lạp và La-tinh đường đường đi thẳng qua cửa nhà đoan.","Zamanının belirli bir bölümünü Cambridge'de geçiriyordu ve burada, öğrencileriyle çalışmalarında, gümrükten Yunan ve Latin dillerini geçirmek yerine, Avrupa dillerinin kaçak ticaretini yapan ve bundan dolayı hoşgörülen bir tür kaçakçı gibiydi.","Pasaba parte del tiempo en Cambridge, hablando con los estudiantes y enseñándoles, como de contrabando, lenguas europeas y prescindiendo del griego y del latín, sobradamente enseñados en aquel establecimiento docente, y el resto del día permanecía en Londres."
