cont_cnt,latency,longest_suffix,prob,prompt_cnt,suffix_len,token_ids,tokens
24,1444.5972442626953,"with rose-water. “You are quite perfect. Pray, don’t change",1.0,24,18,"[411, 11492, 29899, 13405, 29889, 1346, 3492, 526, 3755, 4922, 29889, 349, 764, 29892, 1016, 30010, 29873, 1735, 3178]","['▁with', '▁rose', '-', 'water', '.', '▁“', 'You', '▁are', '▁quite', '▁perfect', '.', '▁P', 'ray', ',', '▁don', '’', 't', '▁change', '.”']"
29,1022.3593711853027,"My dear boy,” said Lord Henry, smiling, “anybody can be good in the country. There are no temptations there.",1.0,29,28,"[1346, 3421, 9425, 8023, 3995, 1497, 6171, 6498, 29892, 1560, 6504, 29892, 1346, 1384, 2587, 508, 367, 1781, 297, 278, 4234, 29889, 1670, 526, 694, 25782, 800, 727, 29889, 2193]","['▁“', 'My', '▁dear', '▁boy', ',”', '▁said', '▁Lord', '▁Henry', ',', '▁sm', 'iling', ',', '▁“', 'any', 'body', '▁can', '▁be', '▁good', '▁in', '▁the', '▁country', '.', '▁There', '▁are', '▁no', '▁tempt', 'ations', '▁there', '.', '▁That']"
54,1733.414888381958,is the reason why people who live out of town are so absolutely uncivilized. Civilization is not by any,1.0,54,24,"[338, 278, 2769, 2020, 2305, 1058, 5735, 714, 310, 4726, 526, 577, 13312, 443, 29883, 5341, 1891, 29889, 12886, 2133, 338, 451, 491, 738, 2794]","['▁is', '▁the', '▁reason', '▁why', '▁people', '▁who', '▁live', '▁out', '▁of', '▁town', '▁are', '▁so', '▁absolutely', '▁un', 'c', 'ivil', 'ized', '.', '▁Civil', 'ization', '▁is', '▁not', '▁by', '▁any', '▁means']"
78,1741.1580085754395,an easy thing to attain to. There are only two ways by which man can reach it. One,1.0,78,21,"[385, 4780, 2655, 304, 1098, 475, 304, 29889, 1670, 526, 871, 1023, 5837, 491, 607, 767, 508, 6159, 372, 29889, 3118, 338]","['▁an', '▁easy', '▁thing', '▁to', '▁att', 'ain', '▁to', '.', '▁There', '▁are', '▁only', '▁two', '▁ways', '▁by', '▁which', '▁man', '▁can', '▁reach', '▁it', '.', '▁One', '▁is']"
28,1701.9248008728027,"by being cultured, the other by being corrupt. Country people have no opportunity of being either, so they stagnate",0.4,70,26,"[491, 1641, 4185, 2955, 29892, 278, 916, 491, 1641, 1034, 6685, 29889, 15456, 2305, 505, 694, 15130, 310, 1641, 2845, 29892, 577, 896, 380, 4211, 403, 3178]","['▁by', '▁being', '▁cult', 'ured', ',', '▁the', '▁other', '▁by', '▁being', '▁cor', 'rupt', '.', '▁Country', '▁people', '▁have', '▁no', '▁opportunity', '▁of', '▁being', '▁either', ',', '▁so', '▁they', '▁st', 'agn', 'ate', '.”']"
2,600.1772880554199,"“I would say, my dear fellow, that you were posing for a character that doesn’t suit you. All crime is vulgar, just",1.0,2,31,"[1346, 29902, 723, 1827, 29892, 590, 9425, 10404, 29892, 393, 366, 892, 926, 292, 363, 263, 2931, 393, 1838, 30010, 29873, 14726, 366, 29889, 2178, 17268, 338, 12799, 5397, 29892, 925, 408]","['▁“', 'I', '▁would', '▁say', ',', '▁my', '▁dear', '▁fellow', ',', '▁that', '▁you', '▁were', '▁pos', 'ing', '▁for', '▁a', '▁character', '▁that', '▁doesn', '’', 't', '▁suit', '▁you', '.', '▁All', '▁crime', '▁is', '▁vul', 'gar', ',', '▁just', '▁as']"
63,1106.966257095337,"all vulgarity is crime. It is not in you, Dorian, to commit a murder. I am sorry if I hurt your vanity",1.0,63,30,"[599, 12799, 5397, 537, 338, 17268, 29889, 739, 338, 451, 297, 366, 29892, 9579, 713, 29892, 304, 9063, 263, 13406, 29889, 306, 626, 7423, 565, 306, 21682, 596, 1109, 537, 491]","['▁all', '▁vul', 'gar', 'ity', '▁is', '▁crime', '.', '▁It', '▁is', '▁not', '▁in', '▁you', ',', '▁Dor', 'ian', ',', '▁to', '▁commit', '▁a', '▁murder', '.', '▁I', '▁am', '▁sorry', '▁if', '▁I', '▁hurt', '▁your', '▁van', 'ity', '▁by']"
26,1223.5329151153564,"saying so, but I assure you it is true. Crime belongs exclusively to the lower orders. I don’t blame them in",1.0,26,29,"[5934, 577, 29892, 541, 306, 1223, 545, 366, 372, 338, 1565, 29889, 29682, 14393, 13489, 3598, 304, 278, 5224, 11299, 29889, 306, 1016, 30010, 29873, 1999, 420, 963, 297, 278]","['▁saying', '▁so', ',', '▁but', '▁I', '▁ass', 'ure', '▁you', '▁it', '▁is', '▁true', '.', '▁Crime', '▁belongs', '▁exclus', 'ively', '▁to', '▁the', '▁lower', '▁orders', '.', '▁I', '▁don', '’', 't', '▁bl', 'ame', '▁them', '▁in', '▁the']"
34,1375.3125667572021,"smallest degree. I should fancy that crime was to them what art is to us, simply a method of procuring extraordinary sensations",0.5230769230769231,65,27,"[19087, 7426, 29889, 306, 881, 19231, 393, 17268, 471, 304, 963, 825, 1616, 338, 304, 502, 29892, 3763, 263, 1158, 310, 410, 2764, 292, 28163, 4771, 800, 3178]","['▁smallest', '▁degree', '.', '▁I', '▁should', '▁fancy', '▁that', '▁crime', '▁was', '▁to', '▁them', '▁what', '▁art', '▁is', '▁to', '▁us', ',', '▁simply', '▁a', '▁method', '▁of', '▁pro', 'cur', 'ing', '▁extraordinary', '▁sens', 'ations', '.”']"
22,1305.6607246398926,"My dear fellow,” said Lord Henry, elevating his eyebrows in surprise, “I asked you because I thought you might be able to give me an answer. That is all. I was going through the park last Sunday, and close",1.0,22,50,"[1346, 3421, 9425, 10404, 3995, 1497, 6171, 6498, 29892, 11858, 1218, 670, 321, 29891, 774, 5727, 297, 16671, 29892, 1346, 29902, 4433, 366, 1363, 306, 2714, 366, 1795, 367, 2221, 304, 2367, 592, 385, 1234, 29889, 2193, 338, 599, 29889, 306, 471, 2675, 1549, 278, 14089, 1833, 16340, 29892, 322, 3802, 491]","['▁“', 'My', '▁dear', '▁fellow', ',”', '▁said', '▁Lord', '▁Henry', ',', '▁elev', 'ating', '▁his', '▁e', 'y', 'eb', 'rows', '▁in', '▁surprise', ',', '▁“', 'I', '▁asked', '▁you', '▁because', '▁I', '▁thought', '▁you', '▁might', '▁be', '▁able', '▁to', '▁give', '▁me', '▁an', '▁answer', '.', '▁That', '▁is', '▁all', '.', '▁I', '▁was', '▁going', '▁through', '▁the', '▁park', '▁last', '▁Sunday', ',', '▁and', '▁close', '▁by']"
52,2216.0744667053223,"the Marble Arch there stood a little crowd of shabby-looking people listening to some vulgar street-preacher. As I passed by, I heard the man yelling out that question to his audience. It struck me as being rather dramatic. London",1.0,52,54,"[278, 1085, 569, 2595, 727, 8389, 263, 2217, 19174, 310, 528, 370, 1609, 29899, 23261, 2305, 19866, 304, 777, 12799, 5397, 11952, 29899, 1457, 11665, 29889, 1094, 306, 4502, 491, 29892, 306, 6091, 278, 767, 343, 7807, 714, 393, 1139, 304, 670, 20026, 29889, 739, 15469, 592, 408, 1641, 3265, 8541, 2454, 29889, 4517, 338]","['▁the', '▁Mar', 'ble', '▁Arch', '▁there', '▁stood', '▁a', '▁little', '▁crowd', '▁of', '▁sh', 'ab', 'by', '-', 'looking', '▁people', '▁listening', '▁to', '▁some', '▁vul', 'gar', '▁street', '-', 'pre', 'acher', '.', '▁As', '▁I', '▁passed', '▁by', ',', '▁I', '▁heard', '▁the', '▁man', '▁y', 'elling', '▁out', '▁that', '▁question', '▁to', '▁his', '▁audience', '.', '▁It', '▁struck', '▁me', '▁as', '▁being', '▁rather', '▁dram', 'atic', '.', '▁London', '▁is']"
54,1588.1733894348145,"very rich in curious effects of that kind. A wet Sunday, an uncouth Christian in a mackintosh, a ring of sickly white faces under a broken roof of dripping umbrellas, and a wonderful phrase flung into the air",1.0,54,53,"[1407, 8261, 297, 12758, 9545, 310, 393, 2924, 29889, 319, 7990, 16340, 29892, 385, 443, 29883, 2438, 6111, 297, 263, 286, 547, 524, 10578, 29892, 263, 9228, 310, 17319, 368, 4796, 17240, 1090, 263, 9391, 17526, 310, 10293, 3262, 1922, 1030, 645, 294, 29892, 322, 263, 20695, 16549, 1652, 686, 964, 278, 4799, 491]","['▁very', '▁rich', '▁in', '▁curious', '▁effects', '▁of', '▁that', '▁kind', '.', '▁A', '▁wet', '▁Sunday', ',', '▁an', '▁un', 'c', 'outh', '▁Christian', '▁in', '▁a', '▁m', 'ack', 'int', 'osh', ',', '▁a', '▁ring', '▁of', '▁sick', 'ly', '▁white', '▁faces', '▁under', '▁a', '▁broken', '▁roof', '▁of', '▁dri', 'pping', '▁um', 'bre', 'll', 'as', ',', '▁and', '▁a', '▁wonderful', '▁phrase', '▁fl', 'ung', '▁into', '▁the', '▁air', '▁by']"
18,1274.0278244018555,"shrill hysterical lips—it was really very good in its way, quite a suggestion. I thought of telling the prophet that art had a soul, but that man had not. I am afraid, however, he would not have understood me",0.6206896551724138,29,52,"[14653, 453, 298, 858, 261, 936, 17186, 30003, 277, 471, 2289, 1407, 1781, 297, 967, 982, 29892, 3755, 263, 8998, 29889, 306, 2714, 310, 14509, 278, 27953, 300, 393, 1616, 750, 263, 10752, 29892, 541, 393, 767, 750, 451, 29889, 306, 626, 13421, 29892, 3138, 29892, 540, 723, 451, 505, 11098, 592, 3178]","['▁shr', 'ill', '▁h', 'yst', 'er', 'ical', '▁lips', '—', 'it', '▁was', '▁really', '▁very', '▁good', '▁in', '▁its', '▁way', ',', '▁quite', '▁a', '▁suggestion', '.', '▁I', '▁thought', '▁of', '▁telling', '▁the', '▁proph', 'et', '▁that', '▁art', '▁had', '▁a', '▁soul', ',', '▁but', '▁that', '▁man', '▁had', '▁not', '.', '▁I', '▁am', '▁afraid', ',', '▁however', ',', '▁he', '▁would', '▁not', '▁have', '▁understood', '▁me', '.”']"
