line_no,Ent,en,vi,tr,es
781,,"“Nay,” cried Bingley, “this is too much, to remember at night all the foolish things that were said in the morning.",- Không được! Đúng là quá mức. Vào buổi tối mà nhớ lại những điều ngu xuẩn đã nói hồi sáng thì thật là quá sức chịu đựng.,"""Vay,"" diye haykırdı Bingley, ""bu kadarı fazla oldu, sabah söylenen onca aptal şeyi akşam hatırlamak.",––¡No! ––exclamó Bingley––. Me parece demasiado recordar por la noche las tonterías que se dicen por la mañana.
782,,"And yet, upon my honour, I believed what I said of myself to be true, and I believe it at this moment.","Tuy vậy, tôi lấy danh dự mà xác nhận tôi tin những điều tôi nói về mình là đúng, lúc ấy tôi tin rằng như thế.","Valla yine de kendimle ilgili sözlerimin doğru olduğuna inanıyordum, hâlâ da inanıyorum.","Y te doy mi palabra, estaba convencido de que lo que decía de mí mismo era verdad, y lo sigo estando ahora."
783,,"At least, therefore, I did not assume the character of needless precipitance merely to show off before the ladies.”",Vì thế tôi không có ý định hấp tấp một cách vô ích chỉ để phô trương với các cô gái.,En azından hanımlara gösteriş olsun diye gereksiz acelecilik numarası yapmış değilim.,"Por lo menos, no adopté innecesariamente un carácter precipitado para presumir delante de las damas."
785,,"Your conduct would be quite as dependent on chance as that of any man I know; and if, as you were mounting your horse, a friend were to say, ‘Bingley, you had better stay till next week,’ you would probably do it—you would probably not go—and, at another word, might stay a month.”","- Tôi biết anh tin vào những gì mình nói, nhưng tôi cũng không thấy thuyết phục rằng anh sẽ ra đi một cách hối hả như thế, và nếu anh đang nhảy lên lưng ngựa, một người bạn chỉ cần nói “Bingley, anh nên nán lại thêm một tuần”, có thể anh sẽ không đi, và khi được khuyên nhủ thêm có thể anh sẽ ở thêm vài tháng.","Davranışın tanıdığım herkesinki kadar şansa bağlı olurdu; tam sen ata binerken bir arkadaşın çıkıp, ‘Bingley, gelecek haftaya kadar kalsan iyi olur,' dese muhtemelen kalırsın, muhtemelen gitmezsin –gerekirse bir ay kalırsın.","Tu conducta dependería de las circunstancias, como la de cualquier persona. Y si, montado ya en el caballo, un amigo te dijese: «Bingley, quédate hasta la próxima semana», probablemente lo harías, probablemente no te irías, y bastaría sólo una palabra más para que te quedaras un mes."
786,,"“You have only proved by this,” cried Elizabeth, “that mr Bingley did not do justice to his own disposition.",Elizabeth thốt lên: - Qua đấy anh chỉ minh chứng rằng anh Bingley không công bằng với chính tính khí của anh ta.,"""Bununla,"" diye haykırdı Elizabeth, ""Mr Bingley'nin kendi tabiatının hakkını vermediğini kanıtlamış oldunuz.",––Con esto sólo ha probado ––dijo Elizabeth–– que Bingley no hizo justicia a su temperamento.
787,,You have shown him off now much more than he did himself.”,Anh chỉ phô trương cho anh ta hơn là anh ta tự phô bày.,Onu kendisinden daha etraflı anlattınız.,Lo ha favorecido usted más ahora de lo que él lo había hecho.
788,,"“I am exceedingly gratified,” said Bingley, “by your converting what my friend says into a compliment on the sweetness of my temper.",- Tôi rất lấy làm cảm kích khi cô chuyển lời nói của bạn tôi thành lời khen về tư cách mềm mỏng của tôi.,"""Arkadaşımın sözlerini,"" dedi Bingley, ""iyi huyluluğumla ilgili bir iltifata çevirdiğiniz için minnettarım.",––Estoy enormemente agradecido ––dijo Bingley por convertir lo que dice mi amigo en un cumplido.
789,,"But I am afraid you are giving it a turn which that gentleman did by no means intend; for he would certainly think the better of me if, under such a circumstance, I were to give a flat denial, and ride off as fast as I could.”","Nhưng tôi e rằng cô đã lái vấn đề sang hướng khác mà anh bạn tôi đây chưa hẳn chịu đi theo, vì chắc chắn anh ta lại sẽ nghĩ tốt về tôi.",Ama sözlerine korkarım bu beyefendinin kastetmediği bir anlam veriyorsunuz; çünkü öyle bir durumda hayır deyip ata atladığım gibi gitsem kendisi beni daha çok beğenir.,"Pero me temo que usted no lo interpreta de la forma que mi amigo pretendía; porque él tendría mejor opinión de mí si, en esa circunstancia, yo me negase en rotundo y partiese tan rápido como me fuese posible."
790,,“Would mr Darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it?”,Nếu trong trường hợp như thế tôi lại khước từ thẳng thừng và đi càng nhanh càng tốt. – Bingley mỉm cười nói với Elizabeth. - Liệu anh Darcy có xem khuyết điểm về sự vội vàng trong ý định của anh có thể sửa chữa khi mà anh khăng khăng giữ nguyên ý định không?,"""O zaman Mr Darcy ilk niyetinizin düşüncesizliğini o niyete bağlı kalma inadınızla dengelediğinizi düşünür mü?",––¿Consideraría entonces el señor Darcy reparada la imprudencia de su primera intención con la obstinación de mantenerla?
791,,"“Upon my word, I cannot exactly explain the matter—Darcy must speak for himself.”","- Tôi không thể giải thích chính xác vấn đề này, tự Darcy cậu ấy phải nói ra thôi. Darcy lên tiếng:","""Valla, o kadarını bilemem; Darcy kendisi söylesin.","––No soy yo, sino Darcy, el que debe explicarlo."
792,,"“You expect me to account for opinions which you choose to call mine, but which I have never acknowledged.","- Cô muốn tôi giải thích ý kiến mà cô gọi là ý kiến của tôi, trong khi tôi vẫn chưa nhận ra đấy là ý của mình.","""Benim olduğunu iddia ettiğiniz ama benim söylemediğim görüşleri açıklamamı bekliyorsunuz.","––Quieres que dé cuenta de unas opiniones que tú me atribuyes, pero que yo nunca he reconocido."
793,"['miss bennet', 'bennet']","Allowing the case, however, to stand according to your representation, you must remember, Miss Bennet, that the friend who is supposed to desire his return to the house, and the delay of his plan, has merely desired it, asked it without offering one argument in favour of its propriety.”","Tuy nhiên, xét theo sự trình bày của cô, cô Bennet thân mến ạ, cô nên nhớ rằng người bạn ấy chỉ muốn anh ấy dời lại kế hoạch của mình, người ấy chỉ mong muốn thế thôi chứ không có ý biện luận về sự đúng mực trong cư xử.","Ama meseleyi sizin ortaya koyduğunuz gibi ele alırsak, Miss Bennet, unutmayın ki onun eve dönmesini ve planı ertelemesini arzu eden arkadaşı bunu sadece arzu etmiştir, hiçbir gerekçe sunmadan rica etmiştir.","Volviendo al caso, debe recordar, señorita Bennet, que el supuesto amigo que desea que se quede y que retrase su plan, simplemente lo desea y se lo pide sin ofrecer ningún argumento."
794,,“To yield readily—easily—to the persuasion of a friend is no merit with you.”,- Sẵn sàng nhân nhượng – nhân nhượng một cách dễ dàng – sự thuyết phục của một người bạn dường như không có giá trị với anh.,"""Arkadaş tarafından hemen –kolayca– ikna edilmek size göre meziyet değil.","––El ceder pronto y fácilmente a la persuasión de un amigo, no tiene ningún mérito para usted."
795,,“To yield without conviction is no compliment to the understanding of either.”,"- Nhân nhượng mà thâm tâm mình không tin tưởng chắc chắn, thì không phải là lời khen ngợi cho sự hiểu biết về nhân nhượng hay tin tưởng.","""İnanmadan ikna olmak akla da iltifat sayılmaz.",––El ceder sin convicción dice poco en favor de la inteligencia de ambos.
796,"['darcy', 'mr darcy']","“You appear to me, mr Darcy, to allow nothing for the influence of friendship and affection.","- Theo tôi nghĩ, đối với anh Darcy anh không tin tưởng vào ảnh huởng của tình bạn hay lòng thương mến.","""Bana, Mr Darcy, arkadaşlık ve sevginin etkisine pay bırakmıyorsunuz gibi geliyor.","––Me da la sensación, señor Darcy, de que usted nunca permite que le influyan el afecto o la amistad."
797,,"A regard for the requester would often make one readily yield to a request, without waiting for arguments to reason one into it.","Khi ta thật lòng quý mến người yêu cầu ta việc gì, ta vân nhân nhượng nghe theo mà không cần lời giải thích về lý do yêu cầu.","Ricada bulunan kişiye verilen önem sık sık insana o ricayı hemen kabul ettirir, düşünüp taşınacak gerekçeleri beklemeden.",El respeto o la estima por el que pide puede hacernos ceder a la petición sin esperar ninguna razón o argumento.
798,,I am not particularly speaking of such a case as you have supposed about mr Bingley.,"Có lẽ chúng ta nên chờ cho đến khi tình huống thật sự xảy ra, trước khi chúng ta bàn về cách ứng xử của anh ấy.",Mr Bingley için verdiğiniz örnekteki gibi bir durumdan bahsetmiyorum tam olarak.,No estoy hablando del caso particular que ha supuesto sobre el señor Bingley.
799,,"We may as well wait, perhaps, till the circumstance occurs, before we discuss the discretion of his behaviour thereupon.","Có lẽ chúng ta nên chờ cho đến khi tình huống thật sự xảy ra, trước khi chúng ta bàn về cách ứng xử của anh ấy.","O durumdaki davranışının ne olacağını tartışmadan önce o durum ortaya çıkıncaya kadar beklemeliyiz, belki.","Además, deberíamos, quizá, esperar a que se diese la circunstancia para discutir entonces su comportamiento."
800,,"But in general and ordinary cases, between friend and friend, where one of them is desired by the other to change a resolution of no very great moment, should you think ill of that person for complying with the desire, without waiting to be argued into it?”","Nhưng nói chung, trong những trường hợp thông thường giữa bạn bè với nhau, khi một người ước mong người kia thay đổi ý định, anh có nghĩ xấu về người đã chiều theo ý muốn của bạn mình mà không chờ có lời giải thích hay không?","Ama genel ve normal olarak iki arkadaş arasında, biri diğerinden çok da hayati olmayan bir kararını değiştirmesini istiyorsa, düşünüp taşınmadan bu isteğe uydu diye o kişiyi küçük görür müsünüz?","Pero en general y en casos normales entre amigos, cuando uno quiere que el otro cambie alguna decisión, ¿vería usted mal que esa persona complaciese ese deseo sin esperar las razones del otro?"
802,,"“By all means,” cried Bingley; “let us hear all the particulars, not forgetting their comparative height and size, for that will have more weight in the argument, Miss Bennet, than you may be aware of.","- Cô Bennet, đúng là như thế, ta hãy nghe qua mọi chi tiết, đừng quên tầm quan trọng của các chi tiết, vì qua đấy lời biện luận có thể nặng kí hơn.","""Mutlaka,"" diye haykırdı Bingley, ""tüm ayrıntıları öğrenelim, boy ve kilolarını da unutmayalım; çünkü bu, Miss Bennet, tartışmada sandığınızdan daha büyük bir rol oynayacak.","––Perfectamente ––dijo Bingley––, fijémonos en todos los detalles sin olvidarnos de comparar estatura y tamaño; porque eso, señorita Bennet, puede tener más peso en la discusión de lo que parece."
803,['darcy'],"I assure you that if Darcy were not such a great tall fellow, in comparison with myself, I should not pay him half so much deference.","Tôi cam đoan rằng nếu Darcy không phải là người cao lớn hơn so với tôi, sự trọng vọng của tôi đối với cậu ấy còn không đến một nửa.",Sizi temin ederim ki eğer Darcy bana oranla bu kadar uzun boylu bir adam olmasa ona bunun yarısı kadar saygı göstermezdim.,"Le aseguro que si Darcy no fuera tan alto comparado conmigo, no le tendría ni la mitad del respeto que le tengo."
