line_no,Ent,en,vi,tr,es
542,,"I got rid of the signs of my work, and dropped the blanket and hid my saw, and pretty soon pap come in.","Tôi xoá sạch những dấu vết, buông miếng dạ phủ xuống rồi dấu cưa đi. Vừa xong thì bố tôi bước về.","Hemen etraftaki talaşı temizledim, battaniyeyi yerine astım ve testeremi sakladım. Çok geçmeden babam kapıda belirdi.","Escondí las huellas de mi trabajo, dejé caer la manta y el serrucho y en seguida llegó padre."
543,,Pap warn’t in a good humor—so he was his natural self.,Nhìn ông ấy lúc đó vẻ như không được vui.,Keyfi pek yerinde değildi – yani her zamanki gibiydi.,"Padre no estaba de buen humor, o sea, que estaba como de costumbre."
544,,"He said he was down town, and everything was going wrong.","Vả lại vốn dĩ đã như thế rồi. Ông ấy nói là vừa ở dưới tỉnh về, và công việc thì hỏng bét cả.",Kasabaya indiğini ve her şeyin kötü gittiğini söyledi.,Dijo que había ido al centro del pueblo y que todo le iba mal.
545,,"His lawyer said he reckoned he would win his lawsuit and get the money if they ever got started on the trial; but then there was ways to put it off a long time, and Judge Thatcher knowed how to do it.","Ông trạng sư bảo bố tôi sẽ được kiện và được tiền, nếu như họ đem việc này ra phân xử. Nhưng rồi họ kiếm cách kéo dài việc ấy ra, mà lão chánh Thatcher thì lão ta thạo về cái món này lắm.","Avukatı ona duruşmalar başlayabilirse davayı kazanacağını ve parayı alacağını söylemiş, ama işi uzatmanın yolları varmış ve Yargıç Thatcher hepsini çok iyi biliyormuş.","Su abogado le había dicho que calculaba que ganaría el pleito y conseguiría el dinero si el juicio empezaba alguna vez, pero que siempre había formas de irlo aplazando, y el juez Thatcher se las sabía todas."
546,,"And he said people allowed there’d be another trial to get me away from him and give me to the widow for my guardian, and they guessed it would win this time.","Rồi ông ấy lại nói người ta ở ngoài tỉnh đang mong có một vụ xử nữa để cho tôi được thoát khỏi tay bố tôi, rồi đưa tôi trở về với bá goá để bà ta che chở cho, mà họ lại cho rằng lần này thì nhất định được.",Ayrıca beni babamın elinden almak ve dul bayanın yasal vasim tayin edilmesiyle beni onun bakımına vermek için başka bir dava daha açılmış ve bu seferkini kazanacak gibi görünüyorlarmış.,"Dijo que según la gente iba a haber otro juicio para separarme de él y hacer que la viuda fuera mi tutora, y calculaban que esta vez ganaría ella."
547,,"This shook me up considerable, because I didn’t want to go back to the widow’s any more and be so cramped up and sivilized, as they called it.","Điều đó làm cho tôi rất bối rối, vì ý tôi không muốn trở về với bà goá để mà bị trói buộc và để được khai hóa như tôi vẫn nói.","Bunu duyunca tedirgin oldum, çünkü dul bayanın evine gitmek, kısıtlanmak ve “adam olmak” istemiyordum artık.","Aquello me puso muy nervioso, porque ya no quería volver a casa de la viuda y a tanta disciplina y cevilización, como la llamaban."
548,,"Then the old man got to cussing, and cussed everything and everybody he could think of, and then cussed them all over again to make sure he hadn’t skipped any, and after that he polished off with a kind of a general cuss all round, including a considerable parcel of people which he didn’t know the names of, and so called them what’s-his-name when he got to them, and went right along with his cussing.","Xong đó, bố tôi bắt đầu chửi, chửi tất cả mọi thứ, tất cả mọi người. Nghĩ đến người nào chửi người ấy. Chửi mãi chửi mãi để ra điều rằng ông ấy không có chừa một ai, rồi sau khi đã chửi hết cả lượt thì ông ấy làm một câu chửi tóm tắt, kể cả một số lớn người mà ông ấy không biết tên tuổi nữa. Nghĩa là những người mà mỗi khi nhắc đến để chửi thì ông ấy phải gọi là cái thằng gì.. gì. Chửi chán rồi quay lại chửi từ đầu.","Bizim ihtiyar sövmeye başladı, aklına gelen her şeye ve herkese sövdü, sonra kimseyi atlamadığından emin olmak için hepsine bir daha sövdü ve nihayet genel olarak her şeye iyice söverek son bir cila attı. Bu son sövdüklerinden bazılarının adını bile bilmediğinden sıra onlara gelince “adı her neyse onun” diyor; sonra devam ediyordu.","Entonces el viejo se puso a maldecir todas las cosas y a la gente que se le ocurría, y después volvió a maldecirlos otra vez para estar seguro de que no se le había olvidado nadie, y terminó con una especie de maldición general contra todos, hasta un montón de gente que no sabía cómo se llamaba, así que cuando llegaba a ellos decía como se llame, y seguía maldiciendo."
549,,He said he would like to see the widow get me.,Ông ấy nói là để xem bà goá định bắt tôi về như thế nào.,Dul bayan beni almaya kalkarsa gününü göreceğini söyledi.,Dijo que ya le gustaría a él ver cómo se me llevaba la viuda.
550,,"He said he would watch out, and if they tried to come any such game on him he knowed of a place six or seven mile off to stow me in, where they might hunt till they dropped and they couldn’t find me.","Ông ấy sẽ canh gác tôi cẩn thận, nêu họ định bày ra trò gì để lừa ông ấy thì có một chỗ cách đây sáu bảy dặm ông ấy sẽ đem tôi đi nhét vào đó, tha hồ cho họ đi săn lùng, lùng đến chán thì thôi cũng không thể tìm thấy tôi được.",Sürekli onları gözleyecekmiş ve ona oyun oynamaya kalkarlarsa beni saklamak için altı yedi mil ötede başka bir yer daha biliyormuş. Orada artık yorgunluktan ölünceye dek arasalar bile beni bulamazlarmış.,"Dijo que iba a estar atento y que si trataban de hacerle esa faena, conocía un sitio a seis o siete millas de distancia donde esconderme, y donde podrían buscar hasta caerse muertos sin encontrarme."
551,,"That made me pretty uneasy again, but only for a minute; I reckoned I wouldn’t stay on hand till he got that chance.",Điều đó làm cho tôi chột dạ. Nhưng chỉ một phút thôi. Vì tôi đã tính rằng tôi sẽ chẳng còn ở đây cho đến lúc ông ấy làm cái chuyện kia nữa đâu.,"Bunu duyunca yine endişelendim, ama bir dakikalığına sadece; hemen sonra kararımı verdim, oturup onun bunu yapmasını bekleyecek halim yoktu herhalde.","Aquello volvió a ponerme nervioso, pero sólo un minuto; calculaba que para entonces yo ya no andaría por allí."
552,,The old man made me go to the skiff and fetch the things he had got.,Ông ấy sai tôi ra ngoài thuyền lấy những thư ông ấy vừa mang về.,Babam getirdiği malzemeyi taşımam için beni kayığın oraya gönderdi.,El viejo me hizo ir al bote a buscar lo que había traído.
553,,"There was a fifty-pound sack of corn meal, and a side of bacon, ammunition, and a four-gallon jug of whisky, and an old book and two newspapers for wadding, besides some tow.","Có một bao mỳ khoảng hơn hai chục cân, một miếng mỡ, đạn và bốn chai rượu uýt sky lớn, có cả một quyển sách cũ với hai tờ báo để lau chùi, và vài thứ lặt vặt khác nữa.","Kayıkta yirmi beş kiloluk bir mısır çuvalı, domuz pastırması, cephane, on altı litrelik bir viski fıçısı, kıtık yapmak için eski bir kitap ve iki gazete, biraz da halat vardı.","Había un saco de cincuenta libras de avena de maíz y un cuarto de tocino entreverado, municiones, una jarra de whisky de cuatro galones y un libro viejo y dos periódicos para rellenar ranuras, además de algo de estopa."
554,,"I toted up a load, and went back and set down on the bow of the skiff to rest.","Tôi vác tất cả lên, bước ra để xuống mũi thuyền rồi ngồi nghỉ.","Bir kısmını yüklenip götürdüm, sonra da dönüp dinlenmek için kayığın baş tarafına uzandım.",Llevé una carga y luego volví a sentarme en la proa del bote a descansar.
555,,"I thought it all over, and I reckoned I would walk off with the gun and some lines, and take to the woods when I run away.","Tôi nghĩ mãi trong bụng, tính rằng lúc nào trốn đi sẽ mang theo khẩu súng với mấy cái cần câu chạy vào rừng.","Kulübeden çıkmadan önce tüfeği ve olta takımını alacak, orman tarafından kaçacaktım.","Volví a pensármelo todo y decidí escaparme con la escopeta y algunos sedales, y cuando me escapara me iría al bosque."
556,,"I guessed I wouldn’t stay in one place, but just tramp right across the country, mostly night times, and hunt and fish to keep alive, and so get so far away that the old man nor the widow couldn’t ever find me any more.","Tôi định sẽ không ở lỳ một chỗ mà sẽ đi khắp nơi trong xứ, sẽ đi về đêm, vừa săn bắn vừa câu cá mà sống. Cứ như vậy đi thật xa để cho bố tôi và bà goá không bao giờ có thể tìm thấy tôi nữa.","Tek bir yerde takılıp kalmayacak, oradan oraya dolaşacaktım. Genellikle geceleri yolculuk edecek, hayatta kalmak için avlanacak ve balık tutacak, bizim pederin de dul bayanın da beni asla bulamayacağı kadar uzaklaşacaktım.","Pensé que no me quedaría en un sitio fijo, sino que iría de un lado para otro del país, sobre todo de noche, cazando y pescando para tener comida, hasta llegar tan lejos que ni el viejo ni la viuda me pudieran encontrar nunca."
557,,"I judged I would saw out and leave that night if pap got drunk enough, and I reckoned he would.","Tôi đã nghĩ sẽ cưa đứt hẳn miếng gỗ và chuồn ngay đi đêm đó nếu mà bố tôi đã say khướt rồi, mà tôi đoán thế nào ông ấy cũng say.","Babam yeterince içip sızarsa ki büyük ihtimalle sızacaktı, geceleyin kalasın geri kalanını kesip çıkabileceğimi düşündüm.","Calculé que podía terminar de serrar y marcharme aquella noche si padre se emborrachaba lo suficiente, como suponía que iba a pasar."
558,,I got so full of it I didn’t notice how long I was staying till the old man hollered and asked me whether I was asleep or drownded.,"Tôi nghĩ quá nhiều về chuyện đó đến nỗi không biết mình ngồi đây đã bao lâu. Tới lúc bố tôi hét lên gọi, hỏi tôi là ngủ hay chết đuối ở đó.","Bu düşüncelere öyle dalmıştım ki vaktin nasıl geçtiğini unutmuşum. En sonunda bizimkinin seslendiğini ve uyuyup kaldım mı, yoksa boğuldum mu diye sorduğunu duydum.",Me entusiasmé tanto que no me di cuenta del tiempo que pasaba hasta que el viejo se puso a gritar y me preguntó si me había dormido o ahogado.
559,,"I got the things all up to the cabin, and then it was about dark.","Tôi vác tất cả mọi thứ vào trong lều. Lúc ấy, trời đã sắp tối.",Her şeyi içeri taşıdığımda hava kararmak üzereydi.,Llevé todas las cosas a la cabaña y luego ya oscureció.
560,,"While I was cooking supper the old man took a swig or two and got sort of warmed up, and went to ripping again.","Trong khi tôi đang chuẩn bị bữa ăn chiều, ông ấy lại nốc thêm vào cốc rượu nữa, ấm người lên rồi, ông ấy lại đi gây sự.","Ben akşam yemeğini pişirirken bizim peder önden birkaç tek attı, sonra yeniden küfretmeye başladı.",Mientras yo cocinaba la cena el viejo se echó un par de tragos como para irse calentando y empezó a armar jaleo otra vez.
561,,"He had been drunk over in town, and laid in the gutter all night, and he was a sight to look at.","Lúc trước ở dưới tỉnh ông ấy cũng đã say khướt rồi, đêm nào cũng ngủ ngoài vệ đường, trông rất thảm hại, người ta có thể cho ông ấy là Ađam.","Kasabada sarhoş olmuş ve bir hendekte yatmıştı, tam görülecek manzaraydı doğrusu.","Ya se había emborrachado en el pueblo y había pasado la noche en la cuneta, y verdaderamente era un espectáculo."
